model,batch_size,start_time,end_time,duration
dcgan,1024,1653439251922617534,1653439405183914895,153263.015625
dcgan,1024,1653439415411914161,1653439568746898213,153336.71875
dcgan,1024,1653439579017413199,1653439732477536454,153461.859375
BERT_pytorch,1,1653439740991063823,1653439746133496013,5142.4423828125
BERT_pytorch,1,1653439753271936202,1653439758339190271,5067.2646484375
BERT_pytorch,1,1653439765483739675,1653439770646524054,5162.78759765625
BERT_pytorch,1,1653439777731992226,1653439782943649017,5211.6767578125
BERT_pytorch,2,1653439790168257359,1653439795515987159,5347.74951171875
BERT_pytorch,2,1653439803536410808,1653439808893516338,5357.12548828125
BERT_pytorch,2,1653439816317966480,1653439821683705316,5365.75830078125
BERT_pytorch,2,1653439829037273401,1653439834278108002,5240.8544921875
BERT_pytorch,4,1653439841428812984,1653439846645698885,5216.9033203125
BERT_pytorch,4,1653439853814216070,1653439859052070816,5237.8681640625
BERT_pytorch,4,1653439866479463227,1653439871701448971,5222.009765625
BERT_pytorch,4,1653439878982731339,1653439884245666181,5262.9541015625
BERT_pytorch,8,1653439891960679786,1653439898209254404,6248.6083984375
BERT_pytorch,8,1653439905554835049,1653439911813758022,6258.9541015625
BERT_pytorch,8,1653439919157218085,1653439925414859246,6257.6640625
BERT_pytorch,8,1653439932952181070,1653439939215182797,6263.0302734375
BERT_pytorch,16,1653439946735741944,1653439957519679315,10784.0302734375
BERT_pytorch,16,1653439965102295350,1653439975883004817,10780.80078125
BERT_pytorch,16,1653439983893241528,1653439994682792036,10789.638671875
BERT_pytorch,16,1653440002710493304,1653440013497729630,10787.326171875
BERT_pytorch,32,1653440021383897314,1653440042076611507,20692.9140625
BERT_pytorch,32,1653440050271426628,1653440070059864705,19788.62890625
BERT_pytorch,32,1653440079220983729,1653440098955511553,19734.728515625
BERT_pytorch,32,1653440106931024250,1653440126742300078,19811.46484375
nvidia_deeprecommender,1,1653440140875635902,1653440230144903671,89270.3125
nvidia_deeprecommender,1,1653440236576363093,1653440325908901457,89333.5703125
nvidia_deeprecommender,1,1653440332272585060,1653440421604264997,89332.703125
nvidia_deeprecommender,1,1653440428103503706,1653440517436685040,89334.21875
nvidia_deeprecommender,2,1653440523719173524,1653440617679662015,93961.5546875
nvidia_deeprecommender,2,1653440624195192296,1653440718155197754,93961.0703125
nvidia_deeprecommender,2,1653440724504479534,1653440818466105328,93962.703125
nvidia_deeprecommender,2,1653440825096626728,1653440919055650206,93960.109375
nvidia_deeprecommender,4,1653440925355815893,1653441024249041316,98894.3671875
nvidia_deeprecommender,4,1653441030758247506,1653441129613715997,98856.609375
nvidia_deeprecommender,4,1653441135890143636,1653441234903233677,99014.21875
nvidia_deeprecommender,4,1653441241362947628,1653441340217653703,98855.8359375
nvidia_deeprecommender,8,1653441346516776341,1653441445966485557,99450.8671875
nvidia_deeprecommender,8,1653441452455669059,1653441551904483872,99449.921875
nvidia_deeprecommender,8,1653441558248154017,1653441657700341796,99453.3359375
nvidia_deeprecommender,8,1653441664154886925,1653441763607964757,99454.234375
nvidia_deeprecommender,16,1653441769922910944,1653441866616855626,96695.0390625
nvidia_deeprecommender,16,1653441873161036792,1653441969858269488,96698.3203125
nvidia_deeprecommender,16,1653441976299312397,1653442072992849534,96694.625
nvidia_deeprecommender,16,1653442079596516291,1653442176291053636,96695.625
nvidia_deeprecommender,32,1653442182653625113,1653442282913414274,100260.9140625
nvidia_deeprecommender,32,1653442289448268704,1653442389706766943,100259.6328125
nvidia_deeprecommender,32,1653442396085143023,1653442496345973341,100259.8046875
nvidia_deeprecommender,32,1653442502886427383,1653442603196470705,100261.0390625
nvidia_deeprecommender,64,1653442609629893924,1653442733775435968,124146.921875
nvidia_deeprecommender,64,1653442740400736053,1653442864543472971,124144.15625
nvidia_deeprecommender,64,1653442870999441644,1653442995131054274,124133.03125
nvidia_deeprecommender,64,1653443001780349574,1653443125915898952,124136.9609375
nvidia_deeprecommender,128,1653443132525303362,1653443278347753002,145824.125
nvidia_deeprecommender,128,1653443285211180380,1653443431075050798,145865.53125
nvidia_deeprecommender,128,1653443437859182459,1653443583692760081,145835.234375
nvidia_deeprecommender,128,1653443590435981029,1653443736240821180,145806.53125
nvidia_deeprecommender,256,1653443743226065198,1653443945196238795,201972.5
nvidia_deeprecommender,256,1653443952252904786,1653444154224477896,201973.90625
nvidia_deeprecommender,256,1653444161248192927,1653444363201835744,201955.984375
nvidia_deeprecommender,256,1653444370295195601,1653444572225013472,201932.140625
